CnvRegion	CnvGene	ExpGene	Cor	Cor.pvalue	Z_value
COL5A1	COL5A1	COL5A1	0.211813084967922	0.000768816887162652	0.215068835432626
DSG2	DSG2	DSG2	0.251614386906684	5.93909795522089e-05	0.257135567938991
FBXO34	FBXO34	FBXO34	0.623595763000081	3.12537690705035e-28	0.730867455519474
IL17RC	IL17RC	IL17RC	0.405395619158894	2.87813568174562e-11	0.430088921678104
BRD4	BRD4	BRD4	0.756999117654429	1.50183352224173e-47	0.989148755806285
CEP95	CEP95	CEP95	0.511387323824337	5.39089010110166e-18	0.564606581575247
MEX3C	MEX3C	MEX3C	0.47888837065497	1.11483692932692e-15	0.521540852524699
ACSS3	ACSS3	ACSS3	0.519760335097699	1.24179270867535e-18	0.576011322979287
TUBB6	TUBB6	TUBB6	0.495386755820293	7.98827744285946e-17	0.543173934581308
KIF13B	KIF13B	KIF13B	0.240844432530008	0.00012404759592803	0.245670350340851
PAQR7	PAQR7	PAQR7	0.200773314813387	0.00144904830915306	0.203538220290992
PPT1	PPT1	PPT1	0.509240522917259	7.80431902511222e-18	0.561703846963612
NXPE3	NXPE3	NXPE3	0.365852505174149	2.6550769044821e-09	0.383626244762527
CDH13	CDH13	CDH13	0.0875545515588127	0.168425056883666	0.0877793114591437
AGO4	AGO4	AGO4	0.348423442963101	1.61995666799194e-08	0.363648235214141
BMPR1A	BMPR1A	BMPR1A	0.139412016027924	0.0278375812252247	0.140325887496909
SBNO2	SBNO2	SBNO2	0.623510933922239	3.19333278093305e-28	0.730728660224175
OGG1	OGG1	OGG1	0.603465619017136	4.30583348318595e-26	0.698579914598007
MAP2K7	MAP2K7	MAP2K7	0.768596371535468	7.94542255792368e-50	1.01688900270694
PRKD1	PRKD1	PRKD1	0.23722420436568	0.00015772666667852	0.241830731084468
ECHDC1	ECHDC1	ECHDC1	0.75545845118019	2.94731151266936e-47	0.985550049614497
MFF	MFF	MFF	0.776971258202412	1.48491730398345e-51	1.03768250177341
CACHD1	CACHD1	CACHD1	-0.0281288872458811	0.658691568905695	-0.0281363096166822
ACAD10	ACAD10	ACAD10	0.482261106662442	6.57926126368706e-16	0.525926463705182
MTRF1	MTRF1	MTRF1	0.557001342856868	1.08115487719766e-21	0.628475147768483
NDUFS2	NDUFS2	NDUFS2	0.648503315875069	4.1950233996986e-31	0.772711398126434
PEAK1	PEAK1	PEAK1	0.498987725671659	4.40845322642328e-17	0.547957354641247
TM9SF4	TM9SF4	TM9SF4	0.523960035311691	5.8554292075434e-19	0.581782851108873
HEYL	HEYL	HEYL	0.0450728646504492	0.478933465737516	0.0451034246998716
POT1	POT1	POT1	0.542632073356452	1.81877191966203e-20	0.607878608464855
CPNE8	CPNE8	CPNE8	0.222372352189479	0.00040670780588979	0.226150496342197
FANCF	FANCF	FANCF	0.517223362314012	1.94580422828296e-18	0.572541554584718
TRMU	TRMU	TRMU	0.517086801744552	1.99320606859505e-18	0.572355136655045
POLK	POLK	POLK	0.503893255367838	1.93936648374513e-17	0.554510706822068
MT2P1	MT2P1	MT2P1	-0.0432925545766094	0.496487675596296	-0.0433196319883483
IQGAP2	IQGAP2	IQGAP2	0.14973786459444	0.0180651807010865	0.150872277503965
IDH3A	IDH3A	IDH3A	0.653877961013227	9.27556846519639e-32	0.782043331003204
MAP4	MAP4	MAP4	0.56478991123928	2.20932135289421e-22	0.639838987387642
PGAP3	PGAP3	PGAP3	0.403507803701116	3.62218467444846e-11	0.427831898494446
BCAS2	BCAS2	BCAS2	0.679720102468051	4.17339192216426e-35	0.828593579785798
SUPV3L1	SUPV3L1	SUPV3L1	0.579009029655185	1.08958777915027e-23	0.660970673745
CPNE1	CPNE1	CPNE1	0.6233737822212	3.30629744586092e-28	0.730504306716752
C1D	C1D	C1D	0.59675626889242	2.05981733908379e-25	0.688094173751238
TRIM5	TRIM5	TRIM5	0.359019828566837	5.4656657265955e-09	0.375760240980509
ACTN4	ACTN4	ACTN4	0.475075305810656	2.00969557977781e-15	0.516604754796862
TNFSF12	TNFSF12	TNFSF12	0.356954287236657	6.7762471013477e-09	0.37339107898877
PCBP2	PCBP2	PCBP2	0.690885945525869	1.16316087900191e-36	0.849648790777417
KIAA0907	KIAA0907	KIAA0907	0.656053625372124	4.99146344271286e-32	0.785853479690006
MDFI	MDFI	MDFI	0.644939303702483	1.12227282445881e-30	0.766585007363355
SUOX	SUOX	SUOX	0.613914187332091	3.49056380785207e-27	0.715179011174083
HRH1	HRH1	HRH1	0.450574297828636	7.47709249156167e-14	0.485420634822931
ZNF367	ZNF367	ZNF367	0.3738029438844	1.12160695061429e-09	0.392836468480986
SNRNP27	SNRNP27	SNRNP27	0.623223927357486	3.43423088500548e-28	0.7302592450263
SMURF2	SMURF2	SMURF2	0.301510651962301	1.25286160608031e-06	0.311180489980556
LRRC47	LRRC47	LRRC47	0.744969639692115	2.54991767940292e-45	0.961554918962833
EPHB6	EPHB6	EPHB6	0.150079946945346	0.0178004692053322	0.151222224096396
PPAP2B	PPAP2B	PPAP2B	0.238947403823658	0.000140750740757968	0.243657480097102
PTRH2	PTRH2	PTRH2	0.493386677585588	1.1079970274396e-16	0.54052686138971
CDC123	CDC123	CDC123	0.740447627130447	1.63173107754115e-44	0.951469555809637
STX17	STX17	STX17	0.209580129489576	0.00087626050563317	0.212732146008447
C10orf11	C10orf11	C10orf11	0.170132052058872	0.00712862941223024	0.171802648581822
DDX31	DDX31	DDX31	0.439793900888007	3.35704476261719e-13	0.47197525389682
BPNT1	BPNT1	BPNT1	0.625694311938065	1.83183215962082e-28	0.734308730534253
CEP250	CEP250	CEP250	0.403299611178706	3.71488110120577e-11	0.427583240766722
LMBRD2	LMBRD2	LMBRD2	0.473263741216487	2.6521922389506e-15	0.514267742632647
NME7	NME7	NME7	0.560521723710362	5.30181709104533e-22	0.633593597470641
MPP6	MPP6	MPP6	0.680719114116538	3.04924458089522e-35	0.83045289478209
PALD1	PALD1	PALD1	0.1221862137717	0.0541561604878195	0.122799777838672
ATXN2	ATXN2	ATXN2	0.749476169941616	3.85515917792023e-46	0.971758822336542
GSTZ1	GSTZ1	GSTZ1	0.470944230192739	3.7741934005268e-15	0.511282977880721
ATP2C1	ATP2C1	ATP2C1	0.334766007021544	6.2003854304428e-08	0.348186215963763
CDK5RAP3	CDK5RAP3	CDK5RAP3	0.421096070196173	4.01716243072032e-12	0.449023596904177
C9orf85	C9orf85	C9orf85	0.747391833695764	9.28304732279521e-46	0.967020018030477
CDON	CDON	CDON	0.222867516598366	0.000394450116831448	0.226671480551291
ZNF335	ZNF335	ZNF335	0.206746653317584	0.00103250102360039	0.209770325914875
PCDH1	PCDH1	PCDH1	0.0437737203032343	0.491709916188014	0.0438017113293213
STXBP6	STXBP6	STXBP6	0.301579198654062	1.24558302135201e-06	0.311255893021229
GLTSCR1L	GLTSCR1L	GLTSCR1L	0.459324397535248	2.12412629029311e-14	0.496454696474788
AIMP1	AIMP1	AIMP1	0.541264102341096	2.36289345876193e-20	0.605941773137951
GON4L	GON4L	GON4L	0.649534735985148	3.14765703254635e-31	0.774493475735773
FAM193A	FAM193A	FAM193A	0.63598896942253	1.25514275865031e-29	0.751409301885673
MFSD6	MFSD6	MFSD6	0.224502546360531	0.000356369517991425	0.228392628398697
TGS1	TGS1	TGS1	0.788634106328712	4.3195669469707e-54	1.06780840677905
MOB3A	MOB3A	MOB3A	0.344600543696168	2.37412433142358e-08	0.359303673844845
AHCY	AHCY	AHCY	0.426624440138367	1.95916944649457e-12	0.45576273604355
HS2ST1	HS2ST1	HS2ST1	0.525596342158451	4.35632763912724e-19	0.58404104926484
C9orf142	C9orf142	C9orf142	0.295997697475816	1.99206574855641e-06	0.305127236743987
TMBIM6	TMBIM6	TMBIM6	0.482957447471148	5.89624630361487e-16	0.526834235213271
SIRT2	SIRT2	SIRT2	0.747430674690308	9.13298842149148e-46	0.967108017735733
SPI1	SPI1	SPI1	0.034114028472817	0.592126060146044	0.0341272713138228
DHODH	DHODH	DHODH	0.430590941851186	1.16092443865704e-12	0.46062190049452
ALPK1	ALPK1	ALPK1	0.452578613224698	5.62230102010803e-14	0.487938372190411
CMTM8	CMTM8	CMTM8	0.0711376358047797	0.263438003818139	0.0712580003186602
PDSS2	PDSS2	PDSS2	0.610683284272061	7.66710335387231e-27	0.710010288255847
RILPL2	RILPL2	RILPL2	0.749587586930773	3.67735438722112e-46	0.972013081787943
MBNL2	MBNL2	MBNL2	0.420846084768288	4.14845923914797e-12	0.448719767919007
LAMA4	LAMA4	LAMA4	0.555783260052189	1.38074463584216e-21	0.626710902825337
UBL3	UBL3	UBL3	0.477947400518635	1.29021463734359e-15	0.520320582248177
ITGAM	ITGAM	ITGAM	-0.0463259712895988	0.466782513614497	-0.046359154016035
SCARA5	SCARA5	SCARA5	0.0651443731987516	0.305893633957326	0.0652367615584075
PYGL	PYGL	PYGL	0.322642012338339	1.93513033194247e-07	0.334593310611574
GARS	GARS	GARS	0.762066986821568	1.57700417930046e-48	1.00112682322219
OBFC1	OBFC1	OBFC1	0.592487346310323	5.47162444289231e-25	0.681490228707367
PRR12	PRR12	PRR12	0.496914693175597	6.21270686030113e-17	0.545200822908473
ABL1	ABL1	ABL1	0.50269369478283	2.3735389129223e-17	0.552904214278355
ANKIB1	ANKIB1	ANKIB1	0.513279414087675	3.88246367700133e-18	0.567172079703671
SEPW1	SEPW1	SEPW1	0.07648388089737	0.229137015601341	0.0766335446117128
STX11	STX11	STX11	0.312817121043196	4.6956826072104e-07	0.323665062580884
FAM84B	FAM84B	FAM84B	0.39159818694608	1.49502581161886e-10	0.413686300002281
SMG5	SMG5	SMG5	0.676211874122178	1.24413365826071e-34	0.822101160091719
GPR161	GPR161	GPR161	0.334065593219856	6.63072681767509e-08	0.34739760911224
ITPA	ITPA	ITPA	0.392923973470381	1.28032065429588e-10	0.415253180942637
PUM2	PUM2	PUM2	0.290689479311444	3.0854038994732e-06	0.299319217032835
STAU1	STAU1	STAU1	0.725017619918649	6.94058478164833e-42	0.918142760338246
TMEM180	TMEM180	TMEM180	0.295267259256525	2.11678425230674e-06	0.304326845424943
TMEM51	TMEM51	TMEM51	0.315724609230637	3.62410483431991e-07	0.326891185903272
EP400NL	EP400NL	EP400NL	0.667710496556448	1.65054261671728e-33	0.80660020868426
ZBTB4	ZBTB4	ZBTB4	0.516628109609864	2.16086943111173e-18	0.571729241966357
TFB1M	TFB1M	TFB1M	0.256983351104743	4.06319755455127e-05	0.262875755713044
TMX4	TMX4	TMX4	0.484479283406427	4.63624483973651e-16	0.528820924405848
UBE2E2	UBE2E2	UBE2E2	0.319343243612603	2.61522664742935e-07	0.330915599381327
MCPH1	MCPH1	MCPH1	0.696772811300129	1.64863024852385e-37	0.861000528683232
FAM212A	FAM212A	FAM212A	0.145831188012972	0.0213397986298324	0.146878367327704
DAAM1	DAAM1	DAAM1	0.369805344678777	1.73493754005317e-09	0.388197588094361
SERGEF	SERGEF	SERGEF	0.399381615405284	5.95741312675591e-11	0.422912974640112
FBXL20	FBXL20	FBXL20	0.491924859293487	1.40540082834977e-16	0.538596532837439
RBM7	RBM7	RBM7	0.611345254382943	6.53030749706414e-27	0.71106663235098
PTPN12	PTPN12	PTPN12	0.376700835100719	8.14496842820019e-10	0.396209306328116
PPIP5K2	PPIP5K2	PPIP5K2	0.413179699199933	1.09818834192989e-11	0.439439454404384
DANCR	DANCR	DANCR	0.462742240469102	1.28652099777623e-14	0.500795110713172
EEF1B2P6	EEF1B2P6	EEF1B2P6	-0.0268639166193428	0.673135507025018	-0.0268703817133524
PRPF8	PRPF8	PRPF8	0.63747065457017	8.46235920289751e-30	0.753901311273776
SORCS2	SORCS2	SORCS2	0.277975442103325	8.49280175000333e-06	0.28548663342479
FBXW4	FBXW4	FBXW4	0.368969768400918	1.89913293972371e-09	0.387229985027431
MRPL1	MRPL1	MRPL1	0.469804500652156	4.48422307146348e-15	0.509819436474603
CDC6	CDC6	CDC6	0.279069359904639	7.79934946598099e-06	0.28667254841693
UBXN11	UBXN11	UBXN11	0.232690678789553	0.000211978096608687	0.237032297866316
HMGN1	HMGN1	HMGN1	0.582754023640632	4.8120243792255e-24	0.666622871172925
HSPE1	HSPE1	HSPE1	0.334274905146089	6.49919847254516e-08	0.347633233114471
PXYLP1	PXYLP1	PXYLP1	0.0685047978551988	0.281563478036601	0.0686122628344396
RPS9	RPS9	RPS9	0.0660253589462033	0.29938504719676	0.0661215531843518
SGPP1	SGPP1	SGPP1	0.496121727942005	7.07957039949519e-17	0.544148404481985
SAFB	SAFB	SAFB	0.368567475282941	1.98345737723177e-09	0.386764373210156
LRRC16A	LRRC16A	LRRC16A	0.350092396813938	1.36878095039891e-08	0.365549053666889
CEP57	CEP57	CEP57	0.527462791403918	3.10290125739093e-19	0.586623419708943
TNIP1	TNIP1	TNIP1	0.307693619889845	7.36277291737941e-07	0.317995832781454
THAP5	THAP5	THAP5	0.435724170178307	5.83786264711708e-13	0.466940728597384
SH3RF3	SH3RF3	SH3RF3	0.148412190855761	0.0191236529509867	0.149516473012087
R3HDM1	R3HDM1	R3HDM1	0.329625691833111	1.01067550995411e-07	0.342408260800115
TRAF3	TRAF3	TRAF3	0.70898429957288	2.45265366471276e-39	0.88513863854537
TMEM176B	TMEM176B	TMEM176B	0.0594316758525419	0.350343608009422	0.0595017978718648
NREP	NREP	NREP	0.0356581790416193	0.575463417293627	0.0356733037750298
RAB24	RAB24	RAB24	0.586249524416614	2.22272745106932e-24	0.671932321537765
NADK2	NADK2	NADK2	0.465688861299334	8.31222662706091e-15	0.504551148701224
SPEN	SPEN	SPEN	0.319265053975253	2.63384785597536e-07	0.330828532865111
NUCB2	NUCB2	NUCB2	0.309686276491958	6.18735976812574e-07	0.320198368955143
SRFBP1	SRFBP1	SRFBP1	0.404556149122602	3.18855566365652e-11	0.429084764224755
AKNA	AKNA	AKNA	0.0963894246401499	0.129296904817344	0.0966896153702838
MAPK8	MAPK8	MAPK8	0.632627030392151	3.04585812583235e-29	0.74578403678306
SCNM1	SCNM1	SCNM1	0.501805067510804	2.75530149496256e-17	0.55171580540732
CISD1	CISD1	CISD1	0.317164353000682	3.18456118980444e-07	0.328491145391373
FBXW8	FBXW8	FBXW8	0.477018224375654	1.48979486386304e-15	0.519117001809194
PCYOX1L	PCYOX1L	PCYOX1L	0.454449325376455	4.30145163933063e-14	0.490293470371063
ZNF133	ZNF133	ZNF133	0.650244304293022	2.58158387237982e-31	0.775721860324273
TRMT1L	TRMT1L	TRMT1L	0.906182905670277	2.65892371357084e-94	1.50575548049083
SFXN1	SFXN1	SFXN1	0.513601177783847	3.6709370739921e-18	0.567609033606521
ZNF91	ZNF91	ZNF91	0.496999046958004	6.12685804682149e-17	0.545312841485592
POLR2E	POLR2E	POLR2E	0.778906876290707	5.77439523403674e-52	1.04258517659122
ZC3H7B	ZC3H7B	ZC3H7B	0.516655616709368	2.15043609609847e-18	0.571766764549208
ADIPOR2	ADIPOR2	ADIPOR2	0.696164804681784	2.02167434950444e-37	0.859819775230393
ZNF3	ZNF3	ZNF3	0.581878109290605	5.83113282546152e-24	0.665297551143
CUX1	CUX1	CUX1	0.537744229583761	4.60834666033039e-20	0.600976741031317
RELL1	RELL1	RELL1	0.231281092210114	0.000232114851083217	0.235542535786232
DNPEP	DNPEP	DNPEP	0.591505051136038	6.83687193997501e-25	0.679977935698275
LACTB	LACTB	LACTB	0.323372209211837	1.80944604720456e-07	0.335408566069847
YAF2	YAF2	YAF2	0.803940654116024	1.12794640244813e-57	1.10965570236365
SLC23A2	SLC23A2	SLC23A2	0.326679492415466	1.3319400340912e-07	0.339106511904774
ALDH3B1	ALDH3B1	ALDH3B1	0.156354046221377	0.0135105141217867	0.157647175078274
SYNE1	SYNE1	SYNE1	0.348382505306905	1.62664510470075e-08	0.363601641838113
PRICKLE1	PRICKLE1	PRICKLE1	0.54385446359481	1.43803479663475e-20	0.609612774717439
AP3B1	AP3B1	AP3B1	0.45076828187509	7.2741894010215e-14	0.48566405955696
SGPL1	SGPL1	SGPL1	0.523461796079829	6.4051504423526e-19	0.58109631284844
CTNNB1	CTNNB1	CTNNB1	0.417075678744583	6.71673828784927e-12	0.444146638615568
ABCD3	ABCD3	ABCD3	0.541843238788507	2.11537035713683e-20	0.606761244524326
GUSB	GUSB	GUSB	0.266995551399692	1.95750056917874e-05	0.273625949143024
ESRRA	ESRRA	ESRRA	0.840937357939479	8.0474567884283e-68	1.22436602734637
PPFIBP1	PPFIBP1	PPFIBP1	0.430442853182804	1.18397449559554e-12	0.460440119700826
PIK3CD	PIK3CD	PIK3CD	0.233205084669816	0.000205044700378555	0.237576219514897
ZDHHC2	ZDHHC2	ZDHHC2	0.31638055215373	3.41707892575098e-07	0.327619921727155
CARD16	CARD16	CARD16	0.0414969207229406	0.514532540902487	0.0415207645185649
IP6K2	IP6K2	IP6K2	0.199522134238633	0.00155380581653848	0.202234826729646
MAP2K4	MAP2K4	MAP2K4	0.88839078582251	1.75543974928251e-85	1.41423834922499
B3GALTL	B3GALTL	B3GALTL	0.458603384058605	2.35944208958516e-14	0.495541272014938
SPP1	SPP1	SPP1	-0.0258466026366824	0.684839495282174	-0.0258523605254278
UBAP2L	UBAP2L	UBAP2L	0.787112139878951	9.45005761067593e-54	1.06379535878717
CUL9	CUL9	CUL9	0.72001263282231	4.5285633054696e-41	0.90767121475788
PHF3	PHF3	PHF3	0.488438524054346	2.46655411530517e-16	0.534007556627226
WDR33	WDR33	WDR33	0.599332097423303	1.13433741007917e-25	0.692104235454586
FAM98B	FAM98B	FAM98B	0.518609278463399	1.52316760875447e-18	0.574435497696745
MSI2	MSI2	MSI2	0.16543613882048	0.00891101100865033	0.166970698787632
GDAP2	GDAP2	GDAP2	0.624858161202545	2.26747301530393e-28	0.732935807145153
CENPN	CENPN	CENPN	0.328339785474719	1.14047977587763e-07	0.340966290182351
DDR2	DDR2	DDR2	0.546210964614526	9.11886349243674e-21	0.612965133957357
SIRPA	SIRPA	SIRPA	0.114573934448662	0.071106464486486	0.115079265068631
BID	BID	BID	0.168387403648915	0.0077498329855956	0.170006543301957
AKAP10	AKAP10	AKAP10	0.917208828270989	1.05452361691592e-100	1.57115211898578
ABI1	ABI1	ABI1	0.575748800108798	2.20070781497151e-23	0.656080067272523
ZNF846	ZNF846	ZNF846	0.666704921232635	2.22836332920213e-33	0.804787817597017
SSR1	SSR1	SSR1	0.778421690497619	7.32345437330426e-52	1.0413527452181
SRP9	SRP9	SRP9	0.726642108782861	3.7422086998529e-42	0.9215759651505
TBC1D19	TBC1D19	TBC1D19	0.443177236959886	2.10733868455182e-13	0.476177693243079
OLFML2B	OLFML2B	OLFML2B	0.188764131172126	0.00278437700953516	0.191055326177015
ZNF652	ZNF652	ZNF652	0.433897080802738	7.46612375012126e-13	0.464687675081979
C1QC	C1QC	C1QC	0.0553255053499637	0.38468581038371	0.0553820580740534
RASAL2	RASAL2	RASAL2	0.339323609925321	3.99032946695823e-08	0.353327926555113
PITX1	PITX1	PITX1	0.0928577691820158	0.143999912921004	0.0931260492392565
MFSD12	MFSD12	MFSD12	0.162472506326163	0.0102299657867735	0.163925197641031
FNBP4	FNBP4	FNBP4	0.356369922833557	7.19908006921522e-09	0.372721544509043
HEXB	HEXB	HEXB	0.417275119351456	6.54868208603927e-12	0.444388102459756
CYTL1	CYTL1	CYTL1	-0.0445528321771086	0.484025994167566	-0.0445823457885136
IL10RA	IL10RA	IL10RA	-0.071288310706064	0.262425479339072	-0.0714094432307933
THAP2	THAP2	THAP2	0.776251812858709	2.10434911929287e-51	1.03586972253029
P2RY1	P2RY1	P2RY1	0.07571140819594	0.233887722274304	0.0758565725408607
ROCK1	ROCK1	ROCK1	0.258986481276911	3.51910880781697e-05	0.265021713649477
SRSF5	SRSF5	SRSF5	0.401757772702364	4.47695156839714e-11	0.425743272840888
LRRC45	LRRC45	LRRC45	0.396214394486502	8.68792623755532e-11	0.419150336039787
SUPT3H	SUPT3H	SUPT3H	0.492954842892896	1.18876054659291e-16	0.539956242149457
UQCR10	UQCR10	UQCR10	0.370279787993444	1.64791700054853e-09	0.388747304984756
GDF15	GDF15	GDF15	0.188964746542569	0.00275500913487777	0.191263362144681
SLC22A23	SLC22A23	SLC22A23	0.317539271664639	3.07878284612104e-07	0.328908051591685
SASH1	SASH1	SASH1	0.706541411737651	5.79086222693023e-39	0.880243751004545
RXRA	RXRA	RXRA	0.408858800464853	1.88053752289189e-11	0.434240194558375
RMDN1	RMDN1	RMDN1	0.679167290445975	4.96224302907338e-35	0.827566727911744
MAGI2	MAGI2	MAGI2	0.266914860699322	1.96928789639248e-05	0.273539066762626
FAM60A	FAM60A	FAM60A	0.0941370321831865	0.13853351492609	0.094416594060812
SLC17A5	SLC17A5	SLC17A5	0.280316651840064	7.0743564193982e-06	0.288025694759664
MLH3	MLH3	MLH3	0.582202632492923	5.43092157987435e-24	0.665788339073033
AC012146.7	AC012146.7	AC012146.7	0.534728171627689	8.11777453387344e-20	0.596743372759307
IFT74	IFT74	IFT74	0.66058945405076	1.34885556283552e-32	0.793858743236521
TIPRL	TIPRL	TIPRL	0.858092840812281	1.87651613621867e-73	1.28606642551587
ZNF569	ZNF569	ZNF569	0.49591327285299	7.32646831016173e-17	0.543871926610873
SP100	SP100	SP100	0.413747157322018	1.02270046178471e-11	0.440123924012968
LINC00883	LINC00883	LINC00883	0.26592870047391	2.11888249040199e-05	0.272477560080678
PTPRG	PTPRG	PTPRG	0.251611458542024	5.94031420595503e-05	0.257132441652033
ZNF480	ZNF480	ZNF480	0.550847022860977	3.68269029293218e-21	0.619596495489409
GTPBP10	GTPBP10	GTPBP10	0.587599538742217	1.64530540933983e-24	0.673991779878537
RFWD2	RFWD2	RFWD2	0.728459884271025	1.8648333089396e-42	0.925438083159917
BCDIN3D	BCDIN3D	BCDIN3D	0.454665288600993	4.17006819113481e-14	0.490565677718257
OXSM	OXSM	OXSM	0.508944406879277	8.21123967031658e-18	0.561304135695665
E4F1	E4F1	E4F1	0.601617658346706	6.650993720292e-26	0.695678616186343
IKBKAP	IKBKAP	IKBKAP	0.512803327280727	4.21754762907842e-18	0.566525914891089
FAM105A	FAM105A	FAM105A	0.19507156240446	0.00198510744421549	0.197603985679881
SCAMP1	SCAMP1	SCAMP1	0.531831938442103	1.39076955588759e-19	0.592696153089831
PTP4A1	PTP4A1	PTP4A1	0.212299196517477	0.000747099740336401	0.215577835616014
ADCK4	ADCK4	ADCK4	0.433520609940038	7.85290384962957e-13	0.464223981976369
DYM	DYM	DYM	0.766784061267888	1.8389295672776e-49	1.01247572919506
ASIC1	ASIC1	ASIC1	0.199807091026142	0.00152935545701917	0.202531615279211
CTDSPL	CTDSPL	CTDSPL	0.461671907964452	1.50616701919277e-14	0.49943399559197
RPL35	RPL35	RPL35	0.315437834310161	3.71834791531955e-07	0.326572691657578
AIF1L	AIF1L	AIF1L	0.293445030690983	2.46123570018267e-06	0.302331749975081
SRSF10	SRSF10	SRSF10	0.348805294311546	1.55883474304361e-08	0.364082913935614
SMIM12	SMIM12	SMIM12	0.558926668674132	7.32984751401296e-22	0.631270842365159
FAM192A	FAM192A	FAM192A	0.688438091826553	2.58532384119798e-36	0.844980556972435
SON	SON	SON	0.428574171672228	1.51610420231474e-12	0.458148726240396
AP1S1	AP1S1	AP1S1	0.462066917297139	1.42114040004016e-14	0.499936119747389
C17orf96	C17orf96	C17orf96	0.0848909798679896	0.181801652255708	0.085095787839285
PHF20	PHF20	PHF20	0.58634341306261	2.17680936527135e-24	0.6720753885449
CD55	CD55	CD55	-0.109341990212887	0.0850926763604806	-0.109780895264615
MFSD5	MFSD5	MFSD5	0.355525039608801	7.85579723125614e-09	0.37175408547968
DOCK7	DOCK7	DOCK7	0.518844386546646	1.46102602957998e-18	0.574757157100468
CCNY	CCNY	CCNY	0.518209213503867	1.63492344700619e-18	0.573888401678398
UAP1L1	UAP1L1	UAP1L1	0.243545312900586	0.000103446951384664	0.248539534518308
SOAT1	SOAT1	SOAT1	0.370852083837333	1.54856432325567e-09	0.389410697302883
PCMT1	PCMT1	PCMT1	0.81594655434457	1.02902364431185e-60	1.14456797367523
